trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
367,False,"{'a': 0.5, 'e': 0.933407994804752}",30,0,-207.68621417193026,"{0: 16, 1: 3, 2: 7, 3: 1, 4: 3}",0
368,False,"{'a': 0.5, 'e': 0.9330487113337409}",30,0,-127.17981591193005,"{0: 20, 1: 4, 2: 4, 3: 0, 4: 2}",0
369,False,"{'a': 0.5, 'e': 0.9326884948140962}",25,7,-30.36840775274384,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 0}",1
370,False,"{'a': 0.5, 'e': 0.9323273456060345}",25,0,-124.41154650553023,"{0: 16, 1: 0, 2: 6, 3: 2, 4: 1}",0
371,False,"{'a': 0.5, 'e': 0.9319652640707048}",30,0,-112.71679307041028,"{0: 21, 1: 3, 2: 4, 3: 0, 4: 2}",0
372,False,"{'a': 0.5, 'e': 0.9316022505701886}",25,0,-159.39157260051178,"{0: 12, 1: 4, 2: 7, 3: 0, 4: 2}",0
373,False,"{'a': 0.5, 'e': 0.9312383054674996}",35,0,-125.50038665283073,"{0: 23, 1: 4, 2: 6, 3: 0, 4: 2}",0
374,False,"{'a': 0.5, 'e': 0.9308734291265828}",25,2,-100.65785996068128,"{0: 13, 1: 1, 2: 8, 3: 0, 4: 1}",1
375,False,"{'a': 0.5, 'e': 0.9305076219123143}",25,0,-114.68768553667658,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
376,False,"{'a': 0.5, 'e': 0.9301408841905014}",25,0,-70.27460518993338,"{0: 17, 1: 1, 2: 6, 3: 1, 4: 0}",0
377,False,"{'a': 0.5, 'e': 0.929773216327882}",25,0,-96.05901376227577,"{0: 15, 1: 5, 2: 3, 3: 1, 4: 1}",0
378,False,"{'a': 0.5, 'e': 0.9294046186921237}",30,0,-140.13002583974531,"{0: 19, 1: 3, 2: 5, 3: 1, 4: 2}",0
379,False,"{'a': 0.5, 'e': 0.9290350916518241}",20,6,-50.11657782725463,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 1}",1
380,False,"{'a': 0.5, 'e': 0.9286646355765102}",25,0,-152.14252216173958,"{0: 13, 1: 3, 2: 7, 3: 0, 4: 2}",0
381,False,"{'a': 0.5, 'e': 0.9282932508366383}",25,6,-55.79706747393129,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 1}",1
382,False,"{'a': 0.5, 'e': 0.9279209378035927}",20,8,-6.289424129388553,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
383,False,"{'a': 0.5, 'e': 0.9275476968496869}",20,0,-136.32894127226115,"{0: 10, 1: 2, 2: 6, 3: 0, 4: 2}",0
384,False,"{'a': 0.5, 'e': 0.9271735283481612}",30,0,-87.9382771171221,"{0: 20, 1: 4, 2: 5, 3: 0, 4: 1}",0
385,False,"{'a': 0.5, 'e': 0.9267984326731847}",20,3,-71.79609515420982,"{0: 10, 1: 3, 2: 3, 3: 0, 4: 1}",1
386,False,"{'a': 0.5, 'e': 0.9264224101998526}",20,0,-122.13828165811566,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
387,False,"{'a': 0.5, 'e': 0.9260454613041876}",25,0,-64.06654591367976,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",0
388,False,"{'a': 0.5, 'e': 0.9256675863631385}",20,15,-33.565691458227086,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
389,False,"{'a': 0.5, 'e': 0.9252887857545801}",20,0,-137.35721943652672,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 3}",0
390,False,"{'a': 0.5, 'e': 0.9249090598573131}",30,0,-248.63915955104943,"{0: 15, 1: 1, 2: 8, 3: 3, 4: 3}",0
391,False,"{'a': 0.5, 'e': 0.9245284090510633}",20,0,-88.82982165924055,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
392,False,"{'a': 0.5, 'e': 0.9241468337164814}",30,0,-100.74421647466191,"{0: 20, 1: 2, 2: 7, 3: 0, 4: 1}",0
393,False,"{'a': 0.5, 'e': 0.9237643342351429}",20,0,6.461465629128455,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
394,False,"{'a': 0.5, 'e': 0.9233809109895471}",35,0,-227.96376025480808,"{0: 17, 1: 2, 2: 12, 3: 2, 4: 2}",0
395,False,"{'a': 0.5, 'e': 0.9229965643631173}",20,0,-84.68905118409302,"{0: 12, 1: 5, 2: 1, 3: 1, 4: 1}",0
396,False,"{'a': 0.5, 'e': 0.9226112947402}",25,0,-132.05833315288842,"{0: 15, 1: 4, 2: 3, 3: 1, 4: 2}",0
397,False,"{'a': 0.5, 'e': 0.9222251025060648}",25,0,-176.24711658945282,"{0: 14, 1: 4, 2: 3, 3: 1, 4: 3}",0
398,False,"{'a': 0.5, 'e': 0.9218379880469041}",20,0,-133.4180261078906,"{0: 13, 1: 0, 2: 3, 3: 2, 4: 2}",0
399,False,"{'a': 0.5, 'e': 0.921449951749832}",20,4,-109.96682844048247,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 3}",1
400,False,"{'a': 0.5, 'e': 0.9210609940028851}",30,0,-280.68975479991406,"{0: 15, 1: 1, 2: 9, 3: 0, 4: 5}",0
401,False,"{'a': 0.5, 'e': 0.9206711151950209}",30,2,-260.01284609400113,"{0: 15, 1: 3, 2: 3, 3: 2, 4: 5}",1
402,False,"{'a': 0.5, 'e': 0.9202803157161181}",30,0,-118.37741795299554,"{0: 18, 1: 2, 2: 9, 3: 0, 4: 1}",0
403,False,"{'a': 0.5, 'e': 0.9198885959569765}",20,0,-48.18111574796645,"{0: 11, 1: 6, 2: 3, 3: 0, 4: 0}",0
404,False,"{'a': 0.5, 'e': 0.9194959563093155}",20,0,-17.212988746136748,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
405,False,"{'a': 0.5, 'e': 0.9191023971657747}",30,0,-102.58938461323447,"{0: 18, 1: 1, 2: 10, 3: 1, 4: 0}",0
406,False,"{'a': 0.5, 'e': 0.9187079189199134}",35,0,-121.40036186936507,"{0: 23, 1: 4, 2: 5, 3: 2, 4: 1}",0
407,False,"{'a': 0.5, 'e': 0.9183125219662098}",25,0,-187.60170768784434,"{0: 13, 1: 3, 2: 5, 3: 1, 4: 3}",0
408,False,"{'a': 0.5, 'e': 0.9179162067000607}",25,0,-34.90394797292091,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
409,False,"{'a': 0.5, 'e': 0.9175189735177814}",25,0,-115.0930730678519,"{0: 13, 1: 5, 2: 5, 3: 1, 4: 1}",0
410,False,"{'a': 0.5, 'e': 0.9171208228166051}",20,0,-7.139432254119438,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
411,False,"{'a': 0.5, 'e': 0.9167217549946823}",25,0,-94.44405947108903,"{0: 17, 1: 4, 2: 1, 3: 2, 4: 1}",0
412,False,"{'a': 0.5, 'e': 0.916321770451081}",20,0,-50.21690896100385,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
413,False,"{'a': 0.5, 'e': 0.9159208695857856}",35,1,-114.19542986150216,"{0: 23, 1: 3, 2: 5, 3: 2, 4: 1}",1
414,False,"{'a': 0.5, 'e': 0.9155190527996969}",30,0,-164.48591454323963,"{0: 18, 1: 1, 2: 8, 3: 1, 4: 2}",0
415,False,"{'a': 0.5, 'e': 0.9151163204946318}",20,0,-51.872275470460856,"{0: 14, 1: 4, 2: 1, 3: 0, 4: 1}",0
416,False,"{'a': 0.5, 'e': 0.9147126730733223}",20,4,-36.38904680269512,"{0: 12, 1: 1, 2: 1, 3: 2, 4: 0}",1
417,False,"{'a': 0.5, 'e': 0.914308110939416}",20,0,-116.81191939980779,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
418,False,"{'a': 0.5, 'e': 0.913902634497475}",30,0,-119.89774149851604,"{0: 19, 1: 4, 2: 5, 3: 0, 4: 2}",0
419,False,"{'a': 0.5, 'e': 0.9134962441529757}",25,0,-80.5475371610889,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
420,False,"{'a': 0.5, 'e': 0.9130889403123083}",20,0,-181.5137088844431,"{0: 11, 1: 1, 2: 3, 3: 2, 4: 3}",0
421,False,"{'a': 0.5, 'e': 0.9126807233827767}",20,0,-143.18154618972676,"{0: 7, 1: 4, 2: 7, 3: 1, 4: 1}",0
422,False,"{'a': 0.5, 'e': 0.9122715937725977}",25,0,-135.33430476614387,"{0: 13, 1: 3, 2: 6, 3: 2, 4: 1}",0
423,False,"{'a': 0.5, 'e': 0.911861551890901}",25,0,-93.57569218633023,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 2}",0
424,False,"{'a': 0.5, 'e': 0.9114505981477284}",25,0,-142.08920046333483,"{0: 13, 1: 4, 2: 6, 3: 0, 4: 2}",0
425,False,"{'a': 0.5, 'e': 0.9110387329540337}",30,0,-156.66021718718144,"{0: 15, 1: 9, 2: 3, 3: 1, 4: 2}",0
426,False,"{'a': 0.5, 'e': 0.9106259567216819}",25,0,-54.61354284899652,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
427,False,"{'a': 0.5, 'e': 0.9102122698634492}",20,0,-119.8984157704229,"{0: 9, 1: 4, 2: 5, 3: 1, 4: 1}",0
428,False,"{'a': 0.5, 'e': 0.9097976727930226}",25,0,-65.74162636203336,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
429,False,"{'a': 0.5, 'e': 0.9093821659249989}",25,0,-163.24640406288484,"{0: 13, 1: 6, 2: 3, 3: 0, 4: 3}",0
430,False,"{'a': 0.5, 'e': 0.9089657496748851}",20,0,-56.832164580617714,"{0: 12, 1: 1, 2: 7, 3: 0, 4: 0}",0
431,False,"{'a': 0.5, 'e': 0.9085484244590974}",30,6,-80.1387582684362,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 1}",1
432,False,"{'a': 0.5, 'e': 0.9081301906949609}",25,0,-161.49545041713745,"{0: 16, 1: 2, 2: 3, 3: 1, 4: 3}",0
433,False,"{'a': 0.5, 'e': 0.9077110488007095}",20,0,-149.8277384905471,"{0: 10, 1: 1, 2: 6, 3: 1, 4: 2}",0
434,False,"{'a': 0.5, 'e': 0.9072909991954848}",25,9,-77.82834403114902,"{0: 9, 1: 1, 2: 5, 3: 0, 4: 1}",1
435,False,"{'a': 0.5, 'e': 0.9068700422993367}",20,0,-88.04676997957507,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
436,False,"{'a': 0.5, 'e': 0.9064481785332217}",20,0,-93.73906871303299,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 1}",0
437,False,"{'a': 0.5, 'e': 0.9060254083190037}",20,0,-104.47900215166058,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
438,False,"{'a': 0.5, 'e': 0.9056017320794529}",25,0,-78.63403030501941,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
439,False,"{'a': 0.5, 'e': 0.9051771502382456}",30,0,-189.2058752466032,"{0: 17, 1: 1, 2: 8, 3: 2, 4: 2}",0
440,False,"{'a': 0.5, 'e': 0.9047516632199635}",35,0,-96.53407064418873,"{0: 25, 1: 4, 2: 4, 3: 1, 4: 1}",0
441,False,"{'a': 0.5, 'e': 0.9043252714500934}",25,0,-62.2385672338693,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
442,False,"{'a': 0.5, 'e': 0.9038979753550274}",25,14,-44.01012810923391,"{0: 7, 1: 1, 2: 1, 3: 2, 4: 0}",1
443,False,"{'a': 0.5, 'e': 0.9034697753620612}",35,0,-208.43068574452678,"{0: 16, 1: 5, 2: 10, 3: 3, 4: 1}",0
444,False,"{'a': 0.5, 'e': 0.903040671899395}",20,0,-110.11006552095884,"{0: 10, 1: 7, 2: 1, 3: 0, 4: 2}",0
445,False,"{'a': 0.5, 'e': 0.9026106653961321}",30,7,-123.41774465086517,"{0: 13, 1: 2, 2: 5, 3: 2, 4: 1}",1
446,False,"{'a': 0.5, 'e': 0.9021797562822791}",25,0,-95.58309634097176,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
447,False,"{'a': 0.5, 'e': 0.901747944988745}",20,3,-49.64741560306934,"{0: 12, 1: 3, 2: 1, 3: 0, 4: 1}",1
448,False,"{'a': 0.5, 'e': 0.901315231947341}",25,0,-73.83942001682779,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
449,False,"{'a': 0.5, 'e': 0.9008816175907802}",20,0,-84.3732589189623,"{0: 10, 1: 3, 2: 6, 3: 1, 4: 0}",1
450,False,"{'a': 0.5, 'e': 0.9004471023526769}",25,7,-105.75439308951076,"{0: 9, 1: 2, 2: 5, 3: 1, 4: 1}",1
451,False,"{'a': 0.5, 'e': 0.9000116866675463}",20,0,-110.24562391459452,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
452,False,"{'a': 0.5, 'e': 0.899575370970804}",30,0,-146.2116651220627,"{0: 18, 1: 2, 2: 8, 3: 0, 4: 2}",0
453,False,"{'a': 0.5, 'e': 0.8991381556987657}",25,0,-147.5372947728279,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 3}",0
454,False,"{'a': 0.5, 'e': 0.8987000412886466}",20,0,-68.17050698542091,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
455,False,"{'a': 0.5, 'e': 0.8982610281785611}",20,0,-53.37810387286459,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
456,False,"{'a': 0.5, 'e': 0.8978211168075223}",25,0,-82.81550892608794,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
457,False,"{'a': 0.5, 'e': 0.8973803076154415}",20,2,-80.71575466328882,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 2}",1
458,False,"{'a': 0.5, 'e': 0.896938601043128}",25,0,-141.36856557880577,"{0: 14, 1: 1, 2: 7, 3: 2, 4: 1}",0
459,False,"{'a': 0.5, 'e': 0.8964959975322879}",20,0,-93.34025394333368,"{0: 12, 1: 4, 2: 1, 3: 2, 4: 1}",0
460,False,"{'a': 0.5, 'e': 0.8960524975255253}",20,0,11.226097131122089,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
461,False,"{'a': 0.5, 'e': 0.8956081014663396}",20,10,-32.91100105318985,"{0: 6, 1: 2, 2: 1, 3: 1, 4: 0}",1
462,False,"{'a': 0.5, 'e': 0.8951628097991272}",30,0,-54.99980553923724,"{0: 25, 1: 1, 2: 2, 3: 1, 4: 1}",0
463,False,"{'a': 0.5, 'e': 0.8947166229691795}",20,0,-133.45899863527313,"{0: 8, 1: 3, 2: 7, 3: 1, 4: 1}",0
464,False,"{'a': 0.5, 'e': 0.8942695414226836}",25,0,-117.76485655943354,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
465,False,"{'a': 0.5, 'e': 0.8938215656067205}",20,0,-88.56382622892515,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",1
466,False,"{'a': 0.5, 'e': 0.8933726959692665}",20,0,-42.19477311364178,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
467,False,"{'a': 0.5, 'e': 0.8929229329591909}",30,8,-152.9726449488811,"{0: 10, 1: 3, 2: 5, 3: 3, 4: 1}",1
468,False,"{'a': 0.5, 'e': 0.8924722770262568}",20,0,-31.531360310544972,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
469,False,"{'a': 0.5, 'e': 0.89202072862112}",20,7,-35.098553291021474,"{0: 8, 1: 1, 2: 4, 3: 0, 4: 0}",1
470,False,"{'a': 0.5, 'e': 0.8915682881953289}",20,0,-135.76334608296395,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
471,False,"{'a': 0.5, 'e': 0.891114956201324}",20,0,-129.17067068686475,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
472,False,"{'a': 0.5, 'e': 0.890660733092437}",20,0,-39.174652146954664,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
473,False,"{'a': 0.5, 'e': 0.8902056193228912}",20,0,-72.80157326322933,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
474,False,"{'a': 0.5, 'e': 0.8897496153478003}",30,14,-58.09864565383798,"{0: 10, 1: 3, 2: 2, 3: 0, 4: 1}",1
475,False,"{'a': 0.5, 'e': 0.8892927216231682}",20,0,-69.62507300645548,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
476,False,"{'a': 0.5, 'e': 0.8888349386058886}",20,0,-92.23424950316051,"{0: 13, 1: 4, 2: 1, 3: 0, 4: 2}",0
477,False,"{'a': 0.5, 'e': 0.8883762667537444}",25,17,-20.462636058978276,"{0: 5, 1: 2, 2: 0, 3: 1, 4: 0}",1
478,False,"{'a': 0.5, 'e': 0.8879167065254074}",25,0,-87.89483637635709,"{0: 13, 1: 8, 2: 3, 3: 0, 4: 1}",0
479,False,"{'a': 0.5, 'e': 0.8874562583804381}",20,0,-44.50210038167212,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
480,False,"{'a': 0.5, 'e': 0.8869949227792842}",20,0,-55.352570441313645,"{0: 11, 1: 4, 2: 5, 3: 0, 4: 0}",0
481,False,"{'a': 0.5, 'e': 0.8865327001832815}",20,0,-80.20654262112643,"{0: 11, 1: 3, 2: 4, 3: 2, 4: 0}",0
482,False,"{'a': 0.5, 'e': 0.8860695910546524}",20,2,-160.6279952936867,"{0: 9, 1: 2, 2: 4, 3: 0, 4: 3}",1
483,False,"{'a': 0.5, 'e': 0.8856055958565062}",30,0,-273.0830784037144,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 5}",0
484,False,"{'a': 0.5, 'e': 0.8851407150528379}",25,0,-119.99970300339699,"{0: 15, 1: 2, 2: 5, 3: 2, 4: 1}",0
485,False,"{'a': 0.5, 'e': 0.8846749491085283}",30,0,-60.51485554603443,"{0: 21, 1: 2, 2: 7, 3: 0, 4: 0}",0
486,False,"{'a': 0.5, 'e': 0.8842082984893433}",20,0,-75.19355234925496,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
487,False,"{'a': 0.5, 'e': 0.8837407636619335}",20,10,-72.791613502382,"{0: 5, 1: 0, 2: 4, 3: 0, 4: 1}",1
488,False,"{'a': 0.5, 'e': 0.8832723450938338}",20,0,-78.92290924748869,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
489,False,"{'a': 0.5, 'e': 0.8828030432534625}",20,0,-117.1974067442772,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
490,False,"{'a': 0.5, 'e': 0.8823328586101216}",25,0,-40.3305524787271,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
491,False,"{'a': 0.5, 'e': 0.8818617916339955}",20,0,-208.66961448470929,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 5}",0
492,False,"{'a': 0.5, 'e': 0.8813898427961513}",25,0,-85.70062029372957,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
493,False,"{'a': 0.5, 'e': 0.8809170125685377}",30,0,-88.5851315332864,"{0: 20, 1: 4, 2: 5, 3: 0, 4: 1}",0
494,False,"{'a': 0.5, 'e': 0.880443301423985}",25,0,-55.15201217094515,"{0: 18, 1: 2, 2: 3, 3: 2, 4: 0}",0
495,False,"{'a': 0.5, 'e': 0.8799687098362042}",20,0,-29.056083581578513,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
496,False,"{'a': 0.5, 'e': 0.879493238279787}",25,5,-53.85722258836872,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",1
497,False,"{'a': 0.5, 'e': 0.8790168872302047}",25,0,-54.770220577511395,"{0: 17, 1: 3, 2: 4, 3: 1, 4: 0}",0
498,False,"{'a': 0.5, 'e': 0.8785396571638084}",30,11,-135.44410757887258,"{0: 10, 1: 2, 2: 4, 3: 1, 4: 2}",1
499,False,"{'a': 0.5, 'e': 0.8780615485578283}",25,0,-96.2292826180139,"{0: 15, 1: 3, 2: 6, 3: 0, 4: 1}",0
500,False,"{'a': 0.5, 'e': 0.8775825618903728}",20,9,-7.391362204825134,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
501,False,"{'a': 0.5, 'e': 0.8771026976404284}",20,0,-11.528476279221419,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
502,False,"{'a': 0.5, 'e': 0.8766219562878595}",25,0,-26.999949974621828,"{0: 19, 1: 4, 2: 1, 3: 1, 4: 0}",0
503,False,"{'a': 0.5, 'e': 0.8761403383134074}",25,0,-118.99813822876067,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
504,False,"{'a': 0.5, 'e': 0.87565784419869}",25,0,-147.60939485563418,"{0: 11, 1: 6, 2: 5, 3: 2, 4: 1}",0
505,False,"{'a': 0.5, 'e': 0.8751744744262013}",25,0,-171.70707632536556,"{0: 14, 1: 3, 2: 5, 3: 0, 4: 3}",0
506,False,"{'a': 0.5, 'e': 0.8746902294793112}",20,0,-27.02035964182427,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
507,False,"{'a': 0.5, 'e': 0.8742051098422645}",20,0,-84.71310642174159,"{0: 10, 1: 2, 2: 7, 3: 1, 4: 0}",0
508,False,"{'a': 0.5, 'e': 0.8737191160001807}",20,0,-65.22014950389783,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
509,False,"{'a': 0.5, 'e': 0.8732322484390538}",20,7,-1.3830905029254965,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
510,False,"{'a': 0.5, 'e': 0.8727445076457513}",20,0,-87.13962481481092,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
511,False,"{'a': 0.5, 'e': 0.8722558941080137}",20,0,-58.21975295241881,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
512,False,"{'a': 0.5, 'e': 0.8717664083144548}",25,2,-143.67267302948807,"{0: 11, 1: 4, 2: 6, 3: 0, 4: 2}",1
513,False,"{'a': 0.5, 'e': 0.8712760507545603}",25,0,-119.75272501141136,"{0: 14, 1: 2, 2: 7, 3: 1, 4: 1}",0
514,False,"{'a': 0.5, 'e': 0.8707848219186876}",30,0,-212.09145280417977,"{0: 14, 1: 2, 2: 10, 3: 2, 4: 2}",0
515,False,"{'a': 0.5, 'e': 0.8702927222980654}",30,0,-54.616914169256205,"{0: 26, 1: 0, 2: 2, 3: 1, 4: 1}",0
516,False,"{'a': 0.5, 'e': 0.8697997523847936}",20,0,-108.39092152443479,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
517,False,"{'a': 0.5, 'e': 0.8693059126718419}",20,0,-51.767711220486234,"{0: 13, 1: 0, 2: 7, 3: 0, 4: 0}",0
518,False,"{'a': 0.5, 'e': 0.8688112036530499}",25,0,-125.09384216314534,"{0: 14, 1: 3, 2: 6, 3: 1, 4: 1}",0
519,False,"{'a': 0.5, 'e': 0.8683156258231266}",20,0,-92.84273060798327,"{0: 9, 1: 5, 2: 4, 3: 2, 4: 0}",0
520,False,"{'a': 0.5, 'e': 0.8678191796776499}",20,14,-6.052055750900649,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 0}",1
521,False,"{'a': 0.5, 'e': 0.8673218657130658}",25,0,-79.52260847926462,"{0: 15, 1: 5, 2: 3, 3: 2, 4: 0}",0
522,False,"{'a': 0.5, 'e': 0.8668236844266883}",20,0,-166.72095568511756,"{0: 10, 1: 1, 2: 5, 3: 2, 4: 2}",0
523,False,"{'a': 0.5, 'e': 0.8663246363166986}",20,0,-61.17585492653294,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
524,False,"{'a': 0.5, 'e': 0.8658247218821449}",20,0,-62.013215366011465,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
525,False,"{'a': 0.5, 'e': 0.8653239416229412}",20,0,-51.69944667859146,"{0: 11, 1: 4, 2: 5, 3: 0, 4: 0}",0
526,False,"{'a': 0.5, 'e': 0.8648222960398682}",20,4,-104.7946389626849,"{0: 9, 1: 2, 2: 3, 3: 0, 4: 2}",1
527,False,"{'a': 0.5, 'e': 0.8643197856345712}",25,0,-65.69243342158792,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
528,False,"{'a': 0.5, 'e': 0.8638164109095605}",30,0,-115.48111920391331,"{0: 19, 1: 6, 2: 3, 3: 0, 4: 2}",0
529,False,"{'a': 0.5, 'e': 0.863312172368211}",35,0,-175.26401116690715,"{0: 20, 1: 5, 2: 7, 3: 1, 4: 2}",0
530,False,"{'a': 0.5, 'e': 0.862807070514761}",20,0,-67.65546605641123,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
531,False,"{'a': 0.5, 'e': 0.8623011058543124}",30,3,-63.115711282838674,"{0: 17, 1: 5, 2: 4, 3: 1, 4: 0}",1
532,False,"{'a': 0.5, 'e': 0.8617942788928298}",30,0,-52.2611681460857,"{0: 23, 1: 2, 2: 3, 3: 2, 4: 0}",0
533,False,"{'a': 0.5, 'e': 0.8612865901371402}",25,0,-99.84151487409952,"{0: 15, 1: 3, 2: 6, 3: 0, 4: 1}",0
534,False,"{'a': 0.5, 'e': 0.8607780400949321}",35,14,-52.11159526129287,"{0: 13, 1: 4, 2: 3, 3: 1, 4: 0}",1
535,False,"{'a': 0.5, 'e': 0.8602686292747557}",25,0,-65.50349293901463,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
536,False,"{'a': 0.5, 'e': 0.8597583581860216}",20,0,-139.6800386449006,"{0: 13, 1: 3, 2: 0, 3: 1, 4: 3}",0
537,False,"{'a': 0.5, 'e': 0.8592472273390012}",20,0,-108.89578317679612,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
538,False,"{'a': 0.5, 'e': 0.8587352372448249}",20,11,-69.34584231735454,"{0: 4, 1: 1, 2: 3, 3: 0, 4: 1}",1
539,False,"{'a': 0.5, 'e': 0.8582223884154829}",20,0,-40.8804528755794,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
540,False,"{'a': 0.5, 'e': 0.8577086813638242}",20,0,-45.092413306789666,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
541,False,"{'a': 0.5, 'e': 0.8571941166035554}",30,0,-176.90792160054343,"{0: 19, 1: 2, 2: 5, 3: 1, 4: 3}",1
542,False,"{'a': 0.5, 'e': 0.8566786946492415}",20,0,-179.8362325053254,"{0: 10, 1: 2, 2: 4, 3: 1, 4: 3}",0
543,False,"{'a': 0.5, 'e': 0.8561624160163044}",30,0,-93.7883241416576,"{0: 22, 1: 1, 2: 5, 3: 1, 4: 1}",0
544,False,"{'a': 0.5, 'e': 0.8556452812210225}",30,0,-53.98602838452205,"{0: 23, 1: 2, 2: 3, 3: 2, 4: 0}",0
545,False,"{'a': 0.5, 'e': 0.8551272907805307}",25,10,-113.03239918488535,"{0: 8, 1: 1, 2: 4, 3: 0, 4: 2}",1
546,False,"{'a': 0.5, 'e': 0.8546084452128195}",25,0,-73.79534759375098,"{0: 15, 1: 7, 2: 2, 3: 0, 4: 1}",0
547,False,"{'a': 0.5, 'e': 0.8540887450367343}",25,0,-125.75938223827838,"{0: 14, 1: 4, 2: 4, 3: 2, 4: 1}",0
548,False,"{'a': 0.5, 'e': 0.8535681907719751}",20,0,-54.23500035395699,"{0: 14, 1: 4, 2: 1, 3: 0, 4: 1}",0
549,False,"{'a': 0.5, 'e': 0.8530467829390963}",20,0,-179.44364879972466,"{0: 12, 1: 0, 2: 3, 3: 2, 4: 3}",0
550,False,"{'a': 0.5, 'e': 0.8525245220595057}",25,0,-195.71106067691238,"{0: 11, 1: 3, 2: 7, 3: 2, 4: 2}",0
